Reference sample,Sample,Common name,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ilBlaAdus2,ilBlaAdus2,Dingy dowd,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis adustella
ilBlaLact1,ilBlaLact1,London dowd,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis lacticolella
ilBolSele5,ilBolSele5,Silver meadow fritillary,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria selene
ilBraVimi1,ilBraVimi1,Minor shoulder-knot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brachylomia,Brachylomia viminalis
ilCalPalu1,ilCalPalu1,Bulrush veneer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Calamotropha,Calamotropha paludella
ilCamMarg1,ilCamMarg1,Light emerald,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,Campaea margaritaria
ilCarClav1,ilCarClav1,Pale mottled willow,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina clavipalpis
ilCarKade1,ilCarKade1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina kadenii
ilCarPala2,ilCarPala2,Arctic skipper,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon
ilCarQuer1,ilCarQuer1,Long-horned flat-body,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Depressariidae,Carcina,Carcina quercana
ilCatFrax1,ilCatFrax1,Cliften non-pareil,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala fraxini
ilCelArgi3,ilCelArgi3,Holly blue,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,Celastrina argiolus
ilChaFerr1,ilChaFerr1,Brown rustic,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Charanyca,Charanyca ferruginea
ilCheLega1,ilCheLega1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Chesias,Chesias legatella
ilChlSite2,ilChlSite2,Red-green carpet,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta siterata
ilChrCulm1,ilChrCulm1,Garden grass-veneer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Chrysoteuchia,Chrysoteuchia culmella
ilCloCurt1,ilCloCurt1,Chocolate tip,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Clostera curtula
ilColCroc2,ilColCroc2,Clouded yellow,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias croceus
ilColFlav1,ilColFlav1,Tipped oak case-bearer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora flavipennella
ilConVacc3,ilConVacc3,The chestnut,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra vaccinii
ilCosPyra2,ilCosPyra2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia pyralina
ilCosTrap1,ilCosTrap1,Dun-bar pinion,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia trapezina
ilCraLigu1,ilCraLigu1,Coronet,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Craniophora,Craniophora ligustri
ilCroElin1,ilCroElin1,Scalloped oak,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Crocallis,Crocallis elinguaria
ilCyaSemi1,ilCyaSemi1,Mazarine blue,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cyaniris,Cyaniris semiargus
ilCybMeso1,ilCybMeso1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Cybosia,Cybosia mesomella
ilCydAmpl1,ilCydAmpl1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia amplana
ilCydSple1,ilCydSple1,Marbled piercer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia splendana
ilCydStro3,ilCydStro1,Spruce-seed moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia strobilella
ilCydStro3,ilCydStro3,Spruce-seed moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia strobilella
ilDeiPorc1,ilDeiPorc1,Small elephant hawk-moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila porcellus
ilDiaChry1,ilDiaChry1,Burnished brass,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diachrysia,Diachrysia chrysitis
ilDiaMend1,ilDiaMend1,Muslin,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Diaphora,Diaphora mendica
ilDiaRubi1,ilDiaRubi1,Small square-spot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia rubi
ilDicOoxx2,ilDicOoxx2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dicycla,Dicycla oo
ilDilCaer1,ilDilCaer1,Figure of eight,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diloba,Diloba caeruleocephala
ilDreFalc1,ilDreFalc1,Pebble hook-tip,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Drepanidae,Drepana,Drepana falcataria
ilDryErem1,ilDryErem1,Brindled green,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dryobotodes,Dryobotodes eremita
ilDryLabe1,ilDryLabe1,Oak rustic,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dryobota,Dryobota labecula
ilDryRufi1,ilDryRufi1,Lunar marbled brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Drymonia,Drymonia ruficornis
ilEclSila1,ilEclSila1,Small phoenix,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ecliptopera,Ecliptopera silaceata
ilEilCani1,ilEilCani1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema caniola
ilEilDepe1,ilEilDepe1,Buff footman,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema depressum
ilEilSoro1,ilEilSoro1,Orange footman,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema sororcula
ilEleCory1,ilEleCory1,Broken-barred carpet,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Electrophaes,Electrophaes corylata
ilEleSimi1,ilEleSimi1,White-barred knot-horn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Elegia,Elegia similella
ilEmmMono1,ilEmmMono1,Common plume,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Emmelina,Emmelina monodactyla
ilEndFlam1,ilEndFlam1,Rose-flounced tabby,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Endotricha,Endotricha flammealis
ilEnnFusc2,ilEnnFusc2,Dusky thorn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos fuscantarius
ilEnnQuei1,ilEnnQuei1,August thorn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos quercinarius
ilEpiBilu1,ilEpiBilu1,Crescent bell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia bilunana
ilEpiDema1,ilEpiDema1,Birch bell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia demarniana
ilEpiNise2,ilEpiNise2,Grey poplar bell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia nisella
ilEpiRame1,ilEpiRame1,Small birch bell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia ramella
ilEraDefo1,ilEraDefo1,Mottled umber,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,Erannis defoliaria
ilEreAeth2,ilEreAeth2,Scotch argus,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia aethiops
ilEreLige1,ilEreLige1,Arran brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia ligea
ilEryTage1,ilEryTage1,Dingy skipper,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis tages
ilEspSulp1,ilEspSulp1,Sulphur tubic,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Esperia,Esperia sulphurella
ilEucMixx1,ilEucMixx1,Mother shipton,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Euclidia,Euclidia mi
ilEudLacu3,ilEudLacu3,Little grey,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Eudonia,Eudonia lacustrata
ilEudProf1,ilEudProf1,Diamond-back marble,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eudemis,Eudemis profundana
ilEugGlar6,ilEugGlar6,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma glareosa
ilEulPrun1,ilEulPrun1,The phoenix,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis prunata
ilEulTest2,ilEulTest2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis testata
ilEupAbbr2,ilEupAbbr2,Brindled pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia abbreviata
ilEupCent1,ilEupCent1,Lime-speck pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia centaureata
ilEupDodo1,ilEupDodo1,Oak tree pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia dodoneata
ilEupExig1,ilEupExig1,Mottled pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia exiguata
ilEupInsi1,ilEupInsi1,Pinion-spotted pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia insigniata
ilEupLuci1,ilEupLuci1,Small angle shades,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,Euplexia lucipara
ilEupSimi1,ilEupSimi1,Yellow-tail,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Euproctis,Euproctis similis
ilEupTran1,ilEupTran1,The satellite,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,Eupsilia transversa
ilEupVulg1,ilEupVulg1,Common pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia vulgata
ilEuzPing2,ilEuzPing2,Ash-bark knot-horn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Euzophera,Euzophera pinguis
ilFabAdip1,ilFabAdip1,High brown fritillary,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,Fabriciana adippe
ilFisYpsi1,ilFisYpsi1,Dingy shears,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Fissipunctia,Fissipunctia ypsillon
ilFurFurc1,ilFurFurc1,Sallow kitten,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Furcula,Furcula furcula
ilGanPyra1,ilGanPyra1,Barred straw,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Gandaritis,Gandaritis pyraliata
ilGlaAlex1,ilGlaAlex1,Green-underside blue,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche,Glaucopsyche alexis
ilGriApri1,ilGriApri1,Merveille du jour,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Griposia,Griposia aprilina
ilGymRufi1,ilGymRufi1,Double-striped pug,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Gymnoscelis,Gymnoscelis rufifasciata
ilHabPyri1,ilHabPyri1,Buff arches,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Drepanidae,Habrosyne,Habrosyne pyritoides
ilHecDyso1,ilHecDyso1,Small ranunculus,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hecatera,Hecatera dysodea
ilHedSali1,ilHedSali1,White-backed marble,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hedya,Hedya salicella
ilHemAest2,ilHemAest2,Common emerald,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemithea,Hemithea aestivaria
ilHemChry1,ilHemChry1,Small emerald,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemistola,Hemistola chrysoprasaria
ilHerTari1,ilHerTari1,The fan foot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Herminia,Herminia tarsipennalis
ilHesComm1,ilHesComm1,Common branded skipper,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,Hesperia comma
ilHipSeme1,ilHipSeme1,Rock grayling,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,Hipparchia semele
ilHofPseu3,ilHofPseu3,Brown house moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Hofmannophila,Hofmannophila pseudospretella
ilHydFurc1,ilHydFurc1,July highflyer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena furcata
ilHydMica1,ilHydMica1,Rosy rustic,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia micacea
ilHylFasc1,ilHylFasc1,Barred red,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hylaea,Hylaea fasciaria
ilHypCost1,ilHypCost1,Gold triangle,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia,Hypsopygia costalis
ilHypProb1,ilHypProb1,The snout,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena proboscidalis
ilIdaAver1,ilIdaAver1,Riband wave,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea aversata
ilIncMasc1,ilIncMasc1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Incurvariidae,Incurvaria,Incurvaria masculella
ilLacWlai2,ilLacWlai2,Light brocade,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia wlatinum
ilLamSuff1,ilLamSuff1,Water carpet,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Lampropteryx,Lampropteryx suffumata
ilLaoPopu1,ilLaoPopu1,Poplar hawk-moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Laothoe,Laothoe populi
ilLasFlex1,ilLasFlex1,Beautiful hook-tip,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Laspeyria,Laspeyria flexula
ilLasMege1,ilLasMege1,Wall brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata megera
ilLatStri6,ilLatStri6,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lathronympha,Lathronympha strigana
ilLepSina1,ilLepSina1,Wood white,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptidea,Leptidea sinapis
ilLeuSali1,ilLeuSali1,White satin,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Leucoma,Leucoma salicis
ilLigAdus1,ilLigAdus1,Scorched carpet,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ligdia,Ligdia adustata
ilLimCami1,ilLimCami1,White admiral,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis camilla
ilLitOrni1,ilLitOrni1,Grey shoulder-knot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane ornitopus
ilLitSemi2,ilLitSemi2,Tawny pinion,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane semibrunnea
ilLitSoci1,ilLitSoci1,Pale pinion,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane socia
ilLobHalt1,ilLobHalt1,The seraphim,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Lobophora,Lobophora halterata
ilLomBima1,ilLomBima1,White-pinioned spotted,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomographa,Lomographa bimaculata
ilLupTest1,ilLupTest1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Luperina,Luperina testacea
ilLycHirt1,ilLycHirt1,Brindled beauty,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Lycia,Lycia hirtaria
ilLycPhla1,ilLycPhla1,Small copper,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena phlaeas
ilLymMona1,ilLymMona1,Black arches,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria monacha
ilLysBell1,ilLysBell1,Adonis blue,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lysandra,Lysandra bellargus
ilLysCori1,ilLysCori1,Chalkhill blue,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lysandra,Lysandra coridon
ilMacNota1,ilMacNota1,Peacock moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria notata
ilMamBras1,ilMamBras1,Cabbage moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mamestra,Mamestra brassicae
ilManJurt1,ilManJurt4,Meadow brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina
ilManJurt1,ilManJurt1,Meadow brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina
ilMarLuna1,ilMarLuna1,Crescent plume,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Marasmarcha,Marasmarcha lunaedactyla
ilMegAlbu1,ilMegAlbu1,Kent black arches,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nolidae,Meganola,Meganola albula
ilMelAtha1,ilMelAtha1,Heath fritillary,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Mellicta athalia
ilMelCinx1,ilMelCinx1,Glanville fritillary,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea cinxia
ilMelGala2,ilMelGala2,Marbled white,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melanargia,Melanargia galathea
ilMelPers1,ilMelPers1,Dot moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Melanchra,Melanchra persicariae
ilMesFuru1,ilMesFuru1,Cloaked minor,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mesoligia,Mesoligia furuncula
ilMicArun2,ilMicArun2,White-barred gold,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Micropterigidae,Micropterix,Micropterix aruncella
ilMilMini2,ilMilMini2,Rosy footman,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Miltochrista,Miltochrista miniata
ilMimTili1,ilMimTili1,Lime hawk-moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Mimas,Mimas tiliae
ilMonLaev2,ilMonLaev1,Skin moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tineidae,Monopis,Monopis laevigella
ilMonLaev2,ilMonLaev2,Skin moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tineidae,Monopis,Monopis laevigella
ilMusNiti1,ilMusNiti1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Musotima,Musotima nitidalis
ilMytAlbi1,ilMytAlbi1,White-point,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna albipuncta
ilMytFerr1,ilMytFerr1,The clay,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna ferrago
ilMytImpu1,ilMytImpu1,Smoky wainscot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna impura
ilNemSwae1,ilNemSwae1,Large long-horn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Adelidae,Nematopogon,Nematopogon swammerdamellus
ilNocFimb1,ilNocFimb1,Broad-bordered yellow underwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua fimbriata
ilNocJant1,ilNocJant1,Tesser broad-boardered yellow underwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua janthe
ilNocPron1,ilNocPron1,Large yellow underwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua pronuba
ilNotDrom1,ilNotDrom1,Iron prominent,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta dromedarius
ilNotUddm1,ilNotUddm1,Bramble shoot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,Notocelia uddmanniana
ilNotZicz1,ilNotZicz1,Pebble prominent,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta ziczac
ilNycReva1,ilNycReva1,Oak nycteoline,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nolidae,Nycteola,Nycteola revayana
ilNymNiti1,ilNymNiti1,Beautiful china-mark,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Nymphula,Nymphula nitidulata
ilNymPoly1,ilNymPoly1,Large tortoiseshell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis polychloros
ilOchPlec1,ilOchPlec1,Flame shoulder,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,Ochropleura plecta
ilOchSylv3,ilOchSylv3,Large skipper,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,Ochlodes sylvanus
ilOliLatr1,ilOliLatr1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,Oligia latruncula
ilOmpLuno1,ilOmpLuno1,Lunar underwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Omphaloscelis,Omphaloscelis lunosa
ilOpeBrum1,ilOpeBrum1,Winter moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,Operophtera brumata
ilOpiLute1,ilOpiLute1,Brimstone moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Opisthograptis,Opisthograptis luteolata
ilOrgAnti1,ilOrgAnti2,Rusty tussock moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia,Orgyia antiqua
